date,areaName,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,newAntibodyTestsByPublishDate,newLFDTestsBySpecimenDate,newPCRTestsByPublishDate,newPCRTestsByPublishDateRollingSum,hospitalCases,newAdmissions,newPeopleVaccinatedCompleteByVaccinationDate,newVaccinesGivenByPublishDate,VaccineRegisterPopulationByVaccinationDate
06/06/2020,Northern Ireland,N92000002,14,4790,0,537,,0,,,89,3,,,
05/06/2020,Northern Ireland,N92000002,3,4776,1,537,,0,,,92,3,,,
04/06/2020,Northern Ireland,N92000002,33,4773,0,536,,0,,,96,3,,,
03/06/2020,Northern Ireland,N92000002,8,4740,2,536,,0,,,108,3,,,
02/06/2020,Northern Ireland,N92000002,4,4732,2,534,,0,,,119,4,,,
01/06/2020,Northern Ireland,N92000002,12,4728,1,532,,0,,,127,3,,,
31/05/2020,Northern Ireland,N92000002,7,4716,1,531,,0,,,139,4,,,
30/05/2020,Northern Ireland,N92000002,13,4709,2,530,,0,,,137,5,,,
29/05/2020,Northern Ireland,N92000002,17,4696,1,528,,0,,,136,6,,,
28/05/2020,Northern Ireland,N92000002,16,4679,3,527,,0,,,144,6,,,
27/05/2020,Northern Ireland,N92000002,26,4663,4,524,,0,,,149,6,,,
26/05/2020,Northern Ireland,N92000002,28,4637,1,520,,0,,,158,10,,,
25/05/2020,Northern Ireland,N92000002,39,4609,1,519,,0,,,159,9,,,
24/05/2020,Northern Ireland,N92000002,25,4570,7,518,,0,,,161,4,,,
23/05/2020,Northern Ireland,N92000002,41,4545,2,511,,0,,,162,4,,,
22/05/2020,Northern Ireland,N92000002,23,4504,1,509,,0,,,164,5,,,
21/05/2020,Northern Ireland,N92000002,42,4481,4,508,,0,,,172,8,,,
20/05/2020,Northern Ireland,N92000002,18,4439,5,504,,0,,,181,5,,,
19/05/2020,Northern Ireland,N92000002,20,4421,5,499,,0,,,197,10,,,
18/05/2020,Northern Ireland,N92000002,16,4401,7,494,,0,,,202,11,,,
17/05/2020,Northern Ireland,N92000002,28,4385,7,487,,0,,,208,12,,,
16/05/2020,Northern Ireland,N92000002,40,4357,4,480,,0,,,206,7,,,
15/05/2020,Northern Ireland,N92000002,26,4317,3,476,,0,,,210,11,,,
14/05/2020,Northern Ireland,N92000002,38,4291,10,473,,0,,,226,13,,,
13/05/2020,Northern Ireland,N92000002,60,4253,3,463,,0,,,245,16,,,
12/05/2020,Northern Ireland,N92000002,44,4193,4,460,,0,,,244,10,,,
11/05/2020,Northern Ireland,N92000002,30,4149,2,456,,0,,,248,22,,,
10/05/2020,Northern Ireland,N92000002,41,4119,10,454,,0,,,241,18,,,
09/05/2020,Northern Ireland,N92000002,56,4078,7,444,,0,,,232,19,,,
08/05/2020,Northern Ireland,N92000002,38,4022,6,437,,0,,,220,7,,,
07/05/2020,Northern Ireland,N92000002,50,3984,3,431,,0,,,231,12,,,
06/05/2020,Northern Ireland,N92000002,53,3934,3,428,,0,,,239,17,,,
05/05/2020,Northern Ireland,N92000002,45,3881,6,425,,0,,,243,11,,,
04/05/2020,Northern Ireland,N92000002,69,3836,9,419,,0,,,260,13,,,
03/05/2020,Northern Ireland,N92000002,78,3767,11,410,,0,,,264,10,,,
02/05/2020,Northern Ireland,N92000002,66,3689,12,399,,0,,,268,12,,,
01/05/2020,Northern Ireland,N92000002,87,3623,12,387,,0,,,269,19,,,
30/04/2020,Northern Ireland,N92000002,73,3536,8,375,,0,,,275,27,,,
29/04/2020,Northern Ireland,N92000002,55,3463,14,367,,0,,,270,17,,,
28/04/2020,Northern Ireland,N92000002,34,3408,6,353,,0,,,277,11,,,
27/04/2020,Northern Ireland,N92000002,66,3374,13,347,,0,,,286,23,,,
26/04/2020,Northern Ireland,N92000002,82,3308,14,334,,0,,,289,11,,,
25/04/2020,Northern Ireland,N92000002,104,3226,15,320,,0,,,298,19,,,
24/04/2020,Northern Ireland,N92000002,106,3122,11,305,,0,,,295,22,,,
23/04/2020,Northern Ireland,N92000002,142,3016,16,294,,0,,,301,23,,,
22/04/2020,Northern Ireland,N92000002,116,2874,19,278,,0,,,310,27,,,
21/04/2020,Northern Ireland,N92000002,30,2758,13,259,,0,,,312,31,,,
20/04/2020,Northern Ireland,N92000002,83,2728,12,246,,0,,,304,33,,,
19/04/2020,Northern Ireland,N92000002,159,2645,10,234,,0,,,298,22,,,
18/04/2020,Northern Ireland,N92000002,148,2486,10,224,,0,,,287,15,,,
17/04/2020,Northern Ireland,N92000002,137,2338,9,214,,0,,,290,32,,,
16/04/2020,Northern Ireland,N92000002,113,2201,11,205,,0,,,283,33,,,
15/04/2020,Northern Ireland,N92000002,121,2088,16,194,,0,,,278,23,,,
14/04/2020,Northern Ireland,N92000002,85,1967,12,178,,0,,,296,22,,,
13/04/2020,Northern Ireland,N92000002,76,1882,7,166,,0,,,308,17,,,
12/04/2020,Northern Ireland,N92000002,89,1806,16,159,,0,,,316,22,,,
11/04/2020,Northern Ireland,N92000002,128,1717,11,143,,0,,,318,22,,,
10/04/2020,Northern Ireland,N92000002,112,1589,11,132,,0,,,317,20,,,
09/04/2020,Northern Ireland,N92000002,138,1477,18,121,,0,,,347,33,,,
08/04/2020,Northern Ireland,N92000002,84,1339,4,103,,0,,,357,32,,,
07/04/2020,Northern Ireland,N92000002,97,1255,8,99,,0,,,354,39,,,
06/04/2020,Northern Ireland,N92000002,69,1158,6,91,,0,,,346,42,,,
05/04/2020,Northern Ireland,N92000002,91,1089,11,85,,0,,,330,29,,,
04/04/2020,Northern Ireland,N92000002,94,998,9,74,,0,,,330,41,,,
03/04/2020,Northern Ireland,N92000002,130,904,10,65,,0,,,306,44,,,
02/04/2020,Northern Ireland,N92000002,85,774,10,55,,0,,,305,44,,,
01/04/2020,Northern Ireland,N92000002,103,689,4,45,,0,,,280,45,,,
31/03/2020,Northern Ireland,N92000002,53,586,5,41,,0,,,252,43,,,
30/03/2020,Northern Ireland,N92000002,123,533,4,36,,0,,,227,35,,,
29/03/2020,Northern Ireland,N92000002,86,410,4,32,,0,,,207,34,,,
28/03/2020,Northern Ireland,N92000002,49,324,8,28,,0,,,188,37,,,
27/03/2020,Northern Ireland,N92000002,34,275,3,20,,0,,,158,30,,,
26/03/2020,Northern Ireland,N92000002,32,241,2,17,,0,,,140,28,,,
25/03/2020,Northern Ireland,N92000002,37,209,4,15,,0,,,116,29,,,
24/03/2020,Northern Ireland,N92000002,24,172,2,11,,0,,,94,15,,,
23/03/2020,Northern Ireland,N92000002,20,148,5,9,,0,,,87,18,,,
22/03/2020,Northern Ireland,N92000002,20,128,1,4,,0,,,77,10,,,
21/03/2020,Northern Ireland,N92000002,22,108,1,3,,0,,,70,15,,,
20/03/2020,Northern Ireland,N92000002,9,86,0,2,,0,,,56,12,,,
19/03/2020,Northern Ireland,N92000002,9,77,1,2,,,,,44,5,,,
18/03/2020,Northern Ireland,N92000002,6,68,1,1,,,,,43,8,,,
17/03/2020,Northern Ireland,N92000002,10,62,,,,,,,37,5,,,
16/03/2020,Northern Ireland,N92000002,7,52,,,,,,,35,4,,,
15/03/2020,Northern Ireland,N92000002,11,45,,,,,,,31,1,,,
14/03/2020,Northern Ireland,N92000002,5,34,,,,,,,31,2,,,
13/03/2020,Northern Ireland,N92000002,10,29,,,,,,,29,2,,,
12/03/2020,Northern Ireland,N92000002,1,19,,,,,,,28,3,,,
11/03/2020,Northern Ireland,N92000002,2,18,,,,,,,25,4,,,
10/03/2020,Northern Ireland,N92000002,0,16,,,,,,,21,4,,,
09/03/2020,Northern Ireland,N92000002,3,12,,,,,,,17,1,,,
08/03/2020,Northern Ireland,N92000002,5,9,,,,,,,16,0,,,
07/03/2020,Northern Ireland,N92000002,2,4,,,,,,,16,0,,,
06/03/2020,Northern Ireland,N92000002,2,2,,,,,,,16,3,,,
05/03/2020,Northern Ireland,N92000002,,,,,,,,,13,1,,,
04/03/2020,Northern Ireland,N92000002,,,,,,,,,12,0,,,
03/03/2020,Northern Ireland,N92000002,,,,,,,,,12,0,,,
02/03/2020,Northern Ireland,N92000002,,,,,,,,,12,1,,,
01/03/2020,Northern Ireland,N92000002,,,,,,,,,11,,,,
