X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2021/12/15 00:00:00+00,4235,636407,47,5835,2021/12/14 00:00:00+00,636298,21550,2325,40157,0,453,335,1081,1683,2018,2513,2932,311988,324235,75,27897,88835,113862,103711,103772,81879,58040,32,0,0,0,655,3669,4205,2655,31668,16622,9929
-856335.869598373,7036492.39571864,2021/12/16 00:00:00+00,4141,640548,,5835,2021/12/15 00:00:00+00,640431,21591,2327,40278,0,453,337,1086,1691,2023,2516,2938,314103,326253,75,28085,89511,114510,104615,104531,82365,58351,30,0,0,0,656,3674,4207,2660,31787,16647,9946
-856335.869598373,7036492.39571864,2021/12/17 00:00:00+00,3628,644143,,5835,2021/12/16 00:00:00+00,644056,21650,2330,40419,0,454,345,1089,1697,2036,2520,2945,315893,328088,75,28221,90094,115100,105436,105238,82779,58604,30,0,0,0,657,3680,4213,2665,31867,16677,9957
-856335.869598373,7036492.39571864,2021/12/18 00:00:00+00,7333,651476,,5835,2021/12/17 00:00:00+00,651381,21717,2335,40642,0,455,349,1092,1707,2049,2527,2953,319582,331724,75,28528,91051,116332,107189,106630,83702,59117,31,0,0,0,658,3691,4218,2670,32051,16723,9975
-856335.869598373,7036492.39571864,2021/12/19 00:00:00+00,5124,656600,,5835,2021/12/18 00:00:00+00,656505,21758,2342,40771,0,456,350,1097,1711,2055,2532,2958,322061,334369,75,28792,91761,117200,108380,107562,84313,59488,30,0,0,0,659,3700,4220,2673,32185,16751,9990
-856335.869598373,7036492.39571864,2021/12/20 00:00:00+00,4799,661388,,5835,2021/12/19 00:00:00+00,661300,21781,2345,40906,0,457,352,1098,1713,2058,2536,2962,324422,336803,75,29026,92506,118018,109406,108453,84874,59839,30,0,0,0,660,3701,4224,2674,32311,16785,9999
-856335.869598373,7036492.39571864,2021/12/21 00:00:00+00,5279,666657,,5835,2021/12/20 00:00:00+00,666572,21821,2347,41093,0,458,354,1102,1717,2061,2540,2969,327049,339448,75,29286,93272,118974,110571,109393,85488,60244,30,0,0,0,661,3707,4228,2679,32424,16822,10015
-856335.869598373,7036492.39571864,2021/12/22 00:00:00+00,6307,672964,55,5890,2021/12/21 00:00:00+00,671299,21899,2350,41287,0,461,359,1105,1725,2074,2548,2979,329273,341950,76,29452,93885,119888,111702,110254,86018,60565,30,0,0,0,662,3719,4238,2685,32543,16865,10042
-856335.869598373,7036492.39571864,2021/12/23 00:00:00+00,7411,680375,,5890,2021/12/22 00:00:00+00,676588,21960,2351,41476,0,463,362,1110,1739,2083,2555,2991,331796,344716,76,29656,94519,121025,112985,111227,86608,60885,29,0,0,0,663,3721,4241,2689,32640,16897,10061
-856335.869598373,7036492.39571864,2021/12/24 00:00:00+00,11182,691557,,5890,2021/12/23 00:00:00+00,685463,22026,2355,39346,0,466,363,1117,1750,2091,2561,2998,336073,349314,76,29933,95416,122995,115462,112755,87555,61415,29,0,0,0,664,3730,4248,2696,32803,16959,10085
-856335.869598373,7036492.39571864,2021/12/25 00:00:00+00,13765,705322,,5890,2021/12/24 00:00:00+00,693810,22078,2358,39346,0,467,366,1124,1767,2096,2565,3000,340111,353623,76,30170,96131,124963,117817,114289,88432,61853,29,0,0,0,665,3736,4253,2698,32957,17010,10099
-856335.869598373,7036492.39571864,2021/12/26 00:00:00+00,10404,715726,,5890,2021/12/25 00:00:00+00,696731,22085,2358,39346,0,468,366,1124,1768,2099,2566,3000,341546,355109,76,30250,96376,125718,118587,114786,88765,62027,29,0,0,0,666,3736,4254,2698,32999,17031,10103
-856335.869598373,7036492.39571864,2021/12/27 00:00:00+00,6735,722461,,5890,2021/12/26 00:00:00+00,697539,22089,2358,39346,0,468,366,1124,1768,2100,2567,3001,341926,355537,76,30268,96441,125907,118840,114925,88850,62065,29,0,0,0,667,3736,4254,2699,33009,17039,10106
-856335.869598373,7036492.39571864,2021/12/28 00:00:00+00,9006,731467,,5890,2021/12/27 00:00:00+00,702978,22110,2358,39346,0,468,368,1127,1769,2104,2572,3002,344605,358296,77,30403,96919,127299,120234,115927,89442,62359,29,0,0,0,668,3738,4257,2699,33113,17080,10113
-856335.869598373,7036492.39571864,2021/12/29 00:00:00+00,16428,747895,22,5912,2021/12/28 00:00:00+00,713260,22134,2358,39346,0,468,369,1130,1776,2106,2574,3005,349620,363562,78,30668,97785,129990,122860,117690,90593,63002,29,0,0,0,669,3740,4260,2700,33317,17141,10125
-856335.869598373,7036492.39571864,2021/12/30 00:00:00+00,20554,768449,,5912,2021/12/29 00:00:00+00,725395,22193,2360,39346,0,468,371,1136,1785,2111,2579,3015,355429,369888,78,31049,98985,133038,125583,119820,92036,63835,29,0,0,0,670,3749,4270,2703,33585,17226,10149
-856335.869598373,7036492.39571864,2021/12/31 00:00:00+00,20110,788559,,5912,2021/12/30 00:00:00+00,737660,22294,2367,39346,0,472,375,1145,1799,2118,2590,3026,361241,376341,78,31437,100437,135862,128182,121933,93680,64650,30,0,0,0,671,3756,4290,2717,33864,17338,10188
-856335.869598373,7036492.39571864,2022/01/01 00:00:00+00,23281,811840,,5912,2021/12/31 00:00:00+00,751537,22440,2373,39346,0,483,382,1159,1830,2132,2606,3040,367843,383615,79,31905,102032,138917,131087,124487,95444,65619,31,0,0,0,672,3770,4303,2729,34216,17499,10242
-856335.869598373,7036492.39571864,2022/01/02 00:00:00+00,17071,828911,,5912,2022/01/01 00:00:00+00,761745,22560,2375,39346,0,489,388,1170,1861,2149,2620,3046,372551,389115,79,32221,103155,141214,133260,126344,96767,66353,30,0,0,0,673,3781,4317,2733,34459,17611,10272
-856335.869598373,7036492.39571864,2022/01/03 00:00:00+00,16986,845897,,5912,2022/01/02 00:00:00+00,772394,22640,2375,39346,0,490,390,1176,1871,2157,2638,3056,377633,394678,83,32507,104278,143667,135598,128241,98169,67058,30,0,0,0,674,3789,4326,2741,34745,17718,10324
-856335.869598373,7036492.39571864,2022/01/04 00:00:00+00,21302,867199,,5912,2022/01/03 00:00:00+00,782782,22793,2380,39346,0,499,394,1193,1902,2180,2656,3075,382456,400241,85,32827,105421,145928,137918,130085,99527,67753,30,0,0,0,675,3798,4342,2748,35021,17836,10377
-856335.869598373,7036492.39571864,2022/01/05 00:00:00+00,17656,884855,40,5952,2022/01/04 00:00:00+00,795941,22859,2386,39346,0,503,398,1200,1907,2188,2667,3080,388684,407170,87,33175,106788,148823,140876,132405,101246,68693,31,0,0,0,676,3808,4348,2754,35405,18000,10441
-856335.869598373,7036492.39571864,2022/01/06 00:00:00+00,23817,908672,,5952,2022/01/05 00:00:00+00,808106,22950,2389,39346,0,506,403,1212,1921,2203,2678,3085,394476,413537,93,33516,108015,151734,143614,134522,102711,69524,30,0,0,0,677,3819,4359,2758,35738,18149,10494
-856335.869598373,7036492.39571864,2022/01/07 00:00:00+00,21926,930598,,5952,2022/01/06 00:00:00+00,824744,23039,2391,39346,0,508,408,1220,1938,2221,2686,3095,402299,422344,101,34040,109738,155372,147198,137536,104871,70712,31,0,0,0,678,3824,4371,2762,36262,18364,10561
-856335.869598373,7036492.39571864,2022/01/08 00:00:00+00,26122,956720,,5952,2022/01/07 00:00:00+00,839434,23113,2392,39346,0,510,410,1231,1947,2229,2695,3103,409243,430090,101,34534,111342,158483,150243,140233,106778,71773,31,0,0,0,679,3830,4380,2772,36750,18578,10630
-856335.869598373,7036492.39571864,2022/01/09 00:00:00+00,21384,978104,,5952,2022/01/08 00:00:00+00,850651,23203,2392,39346,0,511,412,1244,1958,2242,2711,3113,414575,435971,105,34954,112553,160936,152470,142295,108176,72625,31,0,0,0,680,3841,4388,2777,37125,18747,10680
-856335.869598373,7036492.39571864,2022/01/10 00:00:00+00,23909,1002013,,5952,2022/01/09 00:00:00+00,860243,23291,2396,39346,0,520,413,1251,1974,2260,2720,3120,419104,441032,107,35255,113568,163047,154468,143998,109441,73316,31,0,0,0,681,3849,4396,2782,37435,18882,10743
-856335.869598373,7036492.39571864,2022/01/11 00:00:00+00,19290,1021303,,5952,2022/01/10 00:00:00+00,872155,23509,2398,39346,0,541,419,1270,1994,2286,2737,3141,424829,447218,108,35676,114868,165436,156812,146245,111054,74233,32,0,0,0,682,3882,4435,2798,37851,19083,10807
-856335.869598373,7036492.39571864,2022/01/12 00:00:00+00,20909,1042212,83,6035,2022/01/11 00:00:00+00,888994,23691,2400,39346,0,552,428,1286,2023,2313,2747,3155,432774,456103,117,36319,116836,168673,160112,149406,113376,75515,32,0,0,0,683,3897,4466,2818,38401,19371,10895
-856335.869598373,7036492.39571864,2022/01/13 00:00:00+00,18904,1061116,,6035,2022/01/12 00:00:00+00,904856,23822,2403,39346,0,557,430,1298,2040,2333,2758,3168,440368,464357,131,36917,118626,171945,163390,152326,115497,76648,31,0,0,0,684,3915,4486,2830,38883,19575,10957
-856335.869598373,7036492.39571864,2022/01/14 00:00:00+00,17065,1078181,,6035,2022/01/13 00:00:00+00,915431,23905,2404,39346,0,560,433,1308,2055,2337,2763,3174,445319,469980,132,37286,119774,174182,165459,154260,116896,77524,32,0,0,0,685,3926,4502,2840,39230,19727,11000
-856335.869598373,7036492.39571864,2022/01/15 00:00:00+00,14555,1092736,,6035,2022/01/14 00:00:00+00,931018,23971,2405,39346,0,563,434,1309,2062,2347,2767,3184,452676,478207,135,37809,121548,177342,168675,157223,118929,78681,32,0,0,0,686,3941,4510,2847,39740,19916,11062
-856335.869598373,7036492.39571864,2022/01/16 00:00:00+00,10753,1103489,,6035,2022/01/15 00:00:00+00,940528,24044,2408,39346,0,567,440,1316,2073,2359,2772,3191,457214,483178,136,38231,122663,179179,170484,158990,120245,79440,32,0,0,0,687,3950,4517,2852,40069,20030,11104
-856335.869598373,7036492.39571864,2022/01/17 00:00:00+00,6329,1109818,,6035,2022/01/16 00:00:00+00,949477,24068,2408,39346,0,568,441,1318,2075,2366,2774,3195,461534,487802,141,38571,123777,181008,172161,160628,121443,80147,31,0,0,0,688,3951,4519,2854,40373,20137,11139
-856335.869598373,7036492.39571864,2022/01/18 00:00:00+00,5767,1115585,,6035,2022/01/17 00:00:00+00,959056,24117,2412,39346,0,572,442,1326,2083,2374,2775,3198,466150,492765,141,39000,124989,182858,174003,162420,122717,80827,31,0,0,0,689,3961,4523,2856,40684,20277,11188
-856335.869598373,7036492.39571864,2022/01/19 00:00:00+00,6843,1122428,52,6087,2022/01/18 00:00:00+00,974799,24174,2414,39346,0,573,443,1332,2093,2381,2778,3200,473612,501045,142,39726,127220,185793,176802,165348,124794,81985,31,0,0,0,690,3972,4528,2867,41266,20506,11266
-856335.869598373,7036492.39571864,2022/01/20 00:00:00+00,5523,1127951,,6087,2022/01/19 00:00:00+00,991580,24314,2418,39346,0,579,448,1350,2113,2400,2789,3214,481681,509753,146,40476,129654,188861,179772,168406,127062,83225,32,0,0,0,691,3986,4545,2883,41914,20755,11362
-856335.869598373,7036492.39571864,2022/01/21 00:00:00+00,6597,1134548,,6087,2022/01/20 00:00:00+00,1009273,24420,2421,39346,0,588,451,1356,2122,2408,2804,3228,490200,518925,148,41393,132153,192127,182658,171706,129509,84526,32,0,0,0,692,4002,4564,2890,42577,21046,11485
-856335.869598373,7036492.39571864,2022/01/22 00:00:00+00,6689,1141237,,6087,2022/01/21 00:00:00+00,1027711,24578,2428,39346,0,601,458,1368,2140,2429,2815,3242,498993,528566,152,42266,134824,195527,185865,174973,131951,85973,32,0,0,0,693,4015,4589,2914,43255,21370,11614
-856335.869598373,7036492.39571864,2022/01/23 00:00:00+00,4731,1145968,,6087,2022/01/22 00:00:00+00,1039558,24683,2431,39346,0,604,464,1378,2146,2439,2823,3256,504580,534820,158,42938,136808,197484,187718,177137,133546,86839,32,0,0,0,694,4032,4604,2930,43722,21559,11713
-856335.869598373,7036492.39571864,2022/01/24 00:00:00+00,3692,1149660,,6087,2022/01/23 00:00:00+00,1050821,24802,2435,39346,0,605,468,1392,2153,2447,2833,3271,509967,540696,158,43644,138806,199245,189524,179161,134987,87614,31,0,0,0,695,4050,4624,2952,44144,21763,11839
-856335.869598373,7036492.39571864,2022/01/25 00:00:00+00,4006,1153666,,6087,2022/01/24 00:00:00+00,1068157,24947,2438,39346,0,611,477,1400,2167,2459,2844,3283,518175,549820,162,44657,141927,201986,192256,182385,137175,88800,31,0,0,0,696,4073,4653,2973,44843,22070,11963
-856335.869598373,7036492.39571864,2022/01/26 00:00:00+00,5605,1159271,49,6136,2022/01/25 00:00:00+00,1088133,25147,2445,39346,0,626,486,1413,2187,2475,2861,3301,527666,560302,165,46137,145703,204813,195195,186144,139775,90151,31,0,0,0,697,4108,4687,2996,45565,22430,12125
-856335.869598373,7036492.39571864,2022/01/27 00:00:00+00,5265,1164536,,6136,2022/01/26 00:00:00+00,1107923,25395,2454,39346,0,642,496,1429,2213,2493,2886,3333,536926,570830,167,47828,149019,207184,197808,190388,142574,91558,34,0,0,0,698,4137,4730,3029,46296,22824,12349
-856335.869598373,7036492.39571864,2022/01/28 00:00:00+00,5109,1169645,,6136,2022/01/27 00:00:00+00,1127653,25655,2458,39346,0,653,506,1449,2234,2519,2909,3361,545939,581543,171,49490,152465,209274,200278,194835,145387,92908,35,0,0,0,699,4166,4785,3066,47103,23233,12585
-856335.869598373,7036492.39571864,2022/01/29 00:00:00+00,5091,1174736,,6136,2022/01/28 00:00:00+00,1147935,26081,2467,39346,0,680,523,1474,2292,2568,2942,3401,555127,592630,178,51277,155768,211028,202655,199838,148596,94273,37,0,0,0,700,4226,4852,3116,47895,23668,12842
-856335.869598373,7036492.39571864,2022/01/30 00:00:00+00,4400,1179136,,6136,2022/01/29 00:00:00+00,1168477,26493,2470,39346,0,706,560,1506,2342,2619,2971,3434,564246,604041,190,52978,159003,212732,205052,205217,151858,95653,38,0,0,0,701,4266,4913,3169,48653,24112,13124
-856335.869598373,7036492.39571864,2022/01/31 00:00:00+00,3872,1183008,,6136,2022/01/30 00:00:00+00,1171942,26512,2470,39346,0,706,560,1509,2344,2622,2973,3439,565731,606020,191,53241,159577,213120,205465,206042,152419,95896,36,0,0,0,702,4267,4916,3169,48771,24177,13139
-856335.869598373,7036492.39571864,2022/02/01 00:00:00+00,4208,1187216,,6136,2022/01/31 00:00:00+00,1179525,26649,2473,39346,0,719,569,1521,2359,2637,2984,3458,569105,610228,192,53811,160722,214061,206272,207909,153655,96434,38,0,0,0,703,4278,4932,3185,49023,24324,13219
-856335.869598373,7036492.39571864,2022/02/02 00:00:00+00,5940,1193156,92,6228,2022/02/01 00:00:00+00,1184805,26776,2475,39346,0,724,578,1530,2374,2650,2989,3472,571429,613182,194,54164,161486,214847,206882,209164,154458,96777,36,0,0,0,704,4296,4949,3207,49210,24428,13293
-856335.869598373,7036492.39571864,2022/02/03 00:00:00+00,6061,1199217,,6228,2022/02/02 00:00:00+00,1188856,26848,2475,39346,0,726,583,1535,2382,2658,2995,3481,573098,615563,195,54383,161988,215583,207415,210101,155082,97035,35,0,0,0,705,4304,4961,3216,49333,24498,13342
-856335.869598373,7036492.39571864,2022/02/04 00:00:00+00,6697,1205914,,6228,2022/02/03 00:00:00+00,1193538,26885,2476,39346,0,729,584,1539,2391,2665,2996,3482,575074,618268,196,54616,162580,216370,208121,211168,155821,97346,35,0,0,0,706,4308,4965,3219,49486,24557,13377
-856335.869598373,7036492.39571864,2022/02/05 00:00:00+00,6260,1212174,,6228,2022/02/04 00:00:00+00,1202338,26988,2477,39346,0,734,587,1548,2406,2671,3010,3499,578825,623312,201,55075,163541,217835,209444,213179,157261,97977,36,0,0,0,707,4321,4977,3228,49771,24715,13443
-856335.869598373,7036492.39571864,2022/02/06 00:00:00+00,4933,1217107,,6228,2022/02/05 00:00:00+00,1204719,26996,2477,39346,0,734,588,1548,2408,2672,3012,3499,579844,624674,201,55207,163783,218209,209780,213739,157667,98161,37,0,0,0,708,4321,4978,3229,49850,24752,13474
-856335.869598373,7036492.39571864,2022/02/07 00:00:00+00,3975,1221082,,6228,2022/02/06 00:00:00+00,1210774,27046,2478,39346,0,737,590,1552,2409,2680,3015,3506,582460,628113,201,55566,164529,219156,210529,215090,158691,98624,37,0,0,0,709,4327,4987,3236,50098,24866,13528
-856335.869598373,7036492.39571864,2022/02/08 00:00:00+00,3780,1224862,,6228,2022/02/07 00:00:00+00,1215480,27164,2478,39346,0,744,593,1559,2422,2694,3025,3512,584486,630786,208,55822,165052,219790,211156,216119,159516,99039,39,0,0,0,710,4342,5015,3251,50276,24999,13614
-856335.869598373,7036492.39571864,2022/02/09 00:00:00+00,5677,1230539,63,6291,2022/02/08 00:00:00+00,1218183,27258,2478,39346,0,754,595,1569,2432,2703,3029,3517,585731,632239,213,55918,165345,220217,211581,216709,159971,99247,37,0,0,0,711,4356,5030,3266,50396,25058,13644
-856335.869598373,7036492.39571864,2022/02/10 00:00:00+00,5649,1236188,34,6325,2022/02/09 00:00:00+00,1223719,27333,2478,39346,0,760,602,1574,2437,2709,3034,3529,588188,635316,215,56252,166031,220955,212295,217915,160984,99733,38,0,0,0,712,4366,5042,3273,50606,25160,13691
-856335.869598373,7036492.39571864,2022/02/11 00:00:00+00,6618,1242806,14,6339,2022/02/10 00:00:00+00,1232014,27448,2478,39346,0,765,607,1588,2448,2727,3045,3542,591847,639947,220,56681,166993,221931,213517,219787,162536,100441,39,0,0,0,713,4377,5055,3287,50957,25326,13747
-856335.869598373,7036492.39571864,2022/02/12 00:00:00+00,4940,1247746,,6339,2022/02/11 00:00:00+00,1238063,27516,2478,39346,0,768,613,1595,2457,2738,3053,3548,594568,643273,222,56980,167613,222573,214429,221211,163667,101029,40,0,0,0,714,4380,5062,3295,51214,25432,13816
-856335.869598373,7036492.39571864,2022/02/13 00:00:00+00,4331,1252077,,6339,2022/02/12 00:00:00+00,1241210,27526,2478,39346,0,768,614,1595,2459,2739,3053,3550,595995,644990,225,57150,167979,222890,214871,221954,164261,101302,40,0,0,0,715,4382,5063,3296,51342,25512,13850
-856335.869598373,7036492.39571864,2022/02/14 00:00:00+00,3494,1255571,34,6373,2022/02/13 00:00:00+00,1245879,27543,2478,39346,0,768,616,1598,2461,2739,3056,3553,598007,647646,226,57444,168504,223324,215470,222973,165220,101728,40,0,0,0,716,4383,5064,3298,51553,25649,13915
-856335.869598373,7036492.39571864,2022/02/15 00:00:00+00,4160,1250039,17,6390,2022/02/14 00:00:00+00,1250039,27648,2478,39346,0,772,620,1605,2478,2744,3069,3562,599830,649961,248,57709,168952,223716,215998,223895,166022,102115,40,0,0,0,717,4399,5084,3308,51765,25778,13990
